Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,HomeElo,AwayElo,Form3Home,Form3Away,Form5Home,Form5Away
2324,2023-10-21,SV Darmstadt 98,RB Leipzig,1,3,A,16.0,10.0,3.0,7.0,6.0,0.0,6.0,3.0,0.0,0.0,6.5,4.75,1.44,6.38,5.09,1.47,1548.87,1831.13,6.0,5.0,7.0,11.0
2324,2023-10-21,TSG Hoffenheim,Eintracht Frankfurt,1,3,A,14.0,13.0,5.0,5.0,6.0,3.0,3.0,0.0,0.0,0.0,2.1,3.5,3.4,2.15,3.72,3.4,1674.22,1694.99,6.0,4.0,12.0,6.0
2324,2023-10-22,1. FC Heidenheim,FC Augsburg,2,5,A,16.0,9.0,5.0,6.0,6.0,5.0,3.0,2.0,0.0,0.0,2.45,3.5,2.8,2.42,3.69,2.91,1567.59,1566.8,3.0,3.0,7.0,4.0
2324,2023-10-27,VfL Bochum,FSV Mainz 05,2,2,D,10.0,10.0,4.0,4.0,5.0,4.0,3.0,3.0,0.0,0.0,2.7,3.3,2.55,2.78,3.57,2.57,1589.2,1621.07,1.0,1.0,2.0,1.0
2324,2023-10-28,FC Augsburg,VfL Wolfsburg,3,2,H,9.0,13.0,5.0,6.0,5.0,5.0,6.0,4.0,1.0,0.0,2.9,3.5,2.38,2.91,3.67,2.4,1566.8,1706.31,3.0,3.0,6.0,6.0
2324,2023-10-28,Bayern Munich,SV Darmstadt 98,8,0,H,28.0,10.0,16.0,4.0,7.0,1.0,1.0,2.0,1.0,2.0,1.06,12.0,26.0,1.07,16.22,27.11,1944.26,1548.87,7.0,6.0,11.0,7.0
2324,2023-10-28,VfB Stuttgart,TSG Hoffenheim,2,3,A,23.0,7.0,10.0,5.0,6.0,0.0,2.0,1.0,0.0,0.0,1.85,4.0,3.8,1.88,4.15,3.82,1690.37,1674.22,9.0,3.0,15.0,9.0
2324,2023-10-28,Werder Bremen,Union Berlin,2,0,H,9.0,7.0,3.0,2.0,3.0,3.0,1.0,4.0,0.0,1.0,2.7,3.3,2.6,2.73,3.61,2.6,1581.18,1683.17,0.0,0.0,3.0,0.0
2324,2023-10-28,RB Leipzig,1. FC Koln,6,0,H,24.0,6.0,13.0,1.0,11.0,1.0,2.0,4.0,0.0,1.0,1.44,4.75,7.0,1.44,5.05,7.18,1831.13,1611.71,5.0,3.0,11.0,3.0
2324,2023-10-29,Eintracht Frankfurt,Borussia Dortmund,3,3,D,11.0,14.0,7.0,4.0,0.0,4.0,3.0,2.0,0.0,0.0,3.4,3.4,2.15,3.31,3.73,2.18,1694.99,1837.65,6.0,9.0,8.0,15.0
2324,2023-10-29,Bayer Leverkusen,SC Freiburg,2,1,H,19.0,10.0,4.0,4.0,11.0,4.0,0.0,2.0,0.0,0.0,1.29,5.5,11.0,1.29,6.08,10.27,1797.82,1707.81,9.0,6.0,13.0,7.0
2324,2023-11-03,SV Darmstadt 98,VfL Bochum,1,2,A,15.0,9.0,4.0,4.0,11.0,2.0,2.0,5.0,1.0,0.0,2.3,3.75,2.88,2.41,3.61,2.98,1550.28,1592.43,3.0,2.0,6.0,2.0
2324,2023-11-04,1. FC Koln,FC Augsburg,1,1,D,28.0,18.0,12.0,3.0,10.0,2.0,1.0,4.0,0.0,0.0,2.3,3.6,2.9,2.32,3.75,2.97,1624.66,1600.6,3.0,6.0,3.0,9.0
2324,2023-11-04,TSG Hoffenheim,Bayer Leverkusen,2,3,A,12.0,10.0,7.0,4.0,4.0,3.0,3.0,2.0,0.0,0.0,5.0,4.5,1.57,4.92,4.9,1.59,1679.75,1821.38,6.0,9.0,9.0,15.0
2324,2023-11-04,FSV Mainz 05,RB Leipzig,2,0,H,10.0,10.0,3.0,2.0,2.0,7.0,3.0,1.0,0.0,0.0,5.75,4.2,1.6,5.42,4.56,1.58,1626.39,1851.35,2.0,7.0,2.0,11.0
2324,2023-11-04,Union Berlin,Eintracht Frankfurt,0,3,A,10.0,4.0,3.0,3.0,9.0,1.0,0.0,1.0,0.0,0.0,2.55,3.1,2.9,2.57,3.21,3.01,1658.03,1719.77,0.0,7.0,0.0,8.0
2324,2023-11-04,Borussia Dortmund,Bayern Munich,0,4,A,15.0,14.0,1.0,8.0,3.0,2.0,3.0,2.0,0.0,0.0,4.0,4.33,1.75,3.77,4.42,1.84,1856.54,1963.99,7.0,9.0,13.0,13.0
2324,2023-11-05,1. FC Heidenheim,VfB Stuttgart,2,0,H,19.0,14.0,2.0,2.0,9.0,6.0,2.0,2.0,0.0,0.0,4.5,4.33,1.65,4.59,4.39,1.69,1554.83,1704.15,0.0,6.0,3.0,12.0
2324,2023-11-05,VfL Wolfsburg,Werder Bremen,2,2,D,15.0,13.0,5.0,4.0,5.0,2.0,4.0,1.0,1.0,0.0,1.7,4.33,4.33,1.74,4.29,4.37,1697.66,1599.18,0.0,3.0,3.0,6.0
2324,2023-11-11,FC Augsburg,TSG Hoffenheim,1,1,D,11.0,12.0,6.0,6.0,3.0,5.0,1.0,2.0,0.0,0.0,2.63,3.6,2.55,2.62,3.92,2.52,1600.6,1679.75,7.0,3.0,7.0,6.0
2324,2023-11-11,Bayern Munich,1. FC Heidenheim,4,2,H,18.0,7.0,8.0,2.0,7.0,2.0,1.0,0.0,0.0,0.0,1.06,17.0,21.0,1.06,18.13,28.2,1963.99,1554.83,9.0,3.0,13.0,6.0
2324,2023-11-11,SV Darmstadt 98,FSV Mainz 05,0,0,D,9.0,9.0,3.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,3.1,3.5,2.25,3.04,3.72,2.3,1550.28,1626.39,0.0,4.0,6.0,5.0
2324,2023-11-11,VfB Stuttgart,Borussia Dortmund,2,1,H,22.0,5.0,10.0,1.0,6.0,1.0,2.0,3.0,0.0,0.0,2.55,3.75,2.55,2.61,3.85,2.56,1704.15,1856.54,3.0,4.0,9.0,10.0
2324,2023-11-11,VfL Bochum,1. FC Koln,1,1,D,25.0,10.0,9.0,6.0,3.0,3.0,4.0,1.0,0.0,0.0,2.45,3.4,2.88,2.46,3.7,2.81,1592.43,1624.66,4.0,4.0,5.0,4.0
2324,2023-11-12,RB Leipzig,SC Freiburg,3,1,H,15.0,9.0,6.0,3.0,7.0,3.0,2.0,0.0,0.0,0.0,1.44,5.0,6.5,1.46,4.96,6.59,1851.35,1717.88,6.0,4.0,8.0,7.0
2324,2023-11-12,Werder Bremen,Eintracht Frankfurt,2,2,D,14.0,14.0,5.0,3.0,3.0,7.0,1.0,3.0,0.0,0.0,3.1,3.4,2.3,3.01,3.6,2.36,1599.18,1719.77,4.0,7.0,4.0,10.0
2324,2023-11-12,Bayer Leverkusen,Union Berlin,4,0,H,19.0,2.0,10.0,2.0,10.0,1.0,0.0,1.0,0.0,0.0,1.29,6.0,9.0,1.29,6.09,10.4,1821.38,1658.03,9.0,0.0,15.0,0.0
2324,2023-11-24,1. FC Koln,Bayern Munich,0,1,A,6.0,19.0,2.0,5.0,3.0,12.0,0.0,1.0,0.0,0.0,9.0,7.0,1.25,10.64,6.78,1.25,1633.08,1989.7,2.0,9.0,5.0,15.0
2324,2023-11-25,SC Freiburg,SV Darmstadt 98,1,1,D,16.0,7.0,3.0,1.0,11.0,2.0,2.0,0.0,0.0,0.0,1.55,4.33,5.75,1.57,4.42,5.65,1720.77,1552.36,1.0,1.0,4.0,4.0
2324,2023-11-25,Union Berlin,FC Augsburg,1,1,D,16.0,11.0,6.0,2.0,3.0,4.0,2.0,2.0,0.0,0.0,1.95,3.6,3.8,2.01,3.65,3.79,1655.1,1613.1,0.0,5.0,0.0,8.0
2324,2023-11-25,Werder Bremen,Bayer Leverkusen,0,3,A,2.0,13.0,1.0,4.0,1.0,6.0,3.0,1.0,0.0,0.0,6.5,5.0,1.45,6.3,5.25,1.45,1615.2,1846.45,5.0,9.0,5.0,15.0
2324,2023-11-25,VfL Wolfsburg,RB Leipzig,2,1,H,10.0,26.0,4.0,10.0,1.0,12.0,4.0,2.0,0.0,0.0,3.6,4.0,1.91,3.79,3.97,1.93,1689.18,1852.87,1.0,6.0,1.0,10.0
2324,2023-11-25,Eintracht Frankfurt,VfB Stuttgart,1,2,A,14.0,11.0,1.0,5.0,4.0,2.0,0.0,1.0,0.0,0.0,2.6,3.6,2.6,2.65,3.7,2.6,1743.45,1710.07,5.0,3.0,11.0,9.0
2324,2023-11-26,1. FC Heidenheim,VfL Bochum,0,0,D,9.0,9.0,3.0,2.0,6.0,5.0,4.0,3.0,0.0,0.0,2.2,3.6,3.1,2.23,3.81,3.09,1577.84,1609.63,3.0,5.0,3.0,6.0
2324,2023-11-26,TSG Hoffenheim,FSV Mainz 05,1,1,D,15.0,15.0,6.0,6.0,4.0,5.0,4.0,4.0,0.0,0.0,1.85,3.8,3.8,1.85,4.08,4.01,1683.45,1651.89,4.0,5.0,7.0,6.0
2324,2023-12-01,SV Darmstadt 98,1. FC Koln,0,1,A,11.0,11.0,1.0,6.0,1.0,6.0,1.0,3.0,0.0,0.0,2.63,3.4,2.6,2.66,3.54,2.71,1558.64,1631.36,2.0,2.0,2.0,5.0
2324,2023-12-02,VfL Bochum,VfL Wolfsburg,3,1,H,19.0,15.0,9.0,6.0,6.0,6.0,6.0,2.0,0.0,0.0,2.63,3.6,2.55,2.67,3.6,2.62,1611.0,1700.03,5.0,4.0,6.0,4.0
2324,2023-12-02,RB Leipzig,1. FC Heidenheim,2,1,H,23.0,7.0,8.0,1.0,5.0,3.0,2.0,2.0,0.0,0.0,1.25,7.0,9.0,1.24,7.2,10.19,1840.77,1577.21,3.0,4.0,9.0,4.0
2324,2023-12-02,VfB Stuttgart,Werder Bremen,2,0,H,17.0,11.0,6.0,3.0,6.0,7.0,1.0,0.0,0.0,0.0,1.4,5.25,6.5,1.4,5.24,7.66,1721.09,1608.69,6.0,2.0,9.0,5.0
2324,2023-12-03,FSV Mainz 05,SC Freiburg,0,1,A,19.0,13.0,6.0,5.0,14.0,3.0,1.0,1.0,0.0,0.0,2.3,3.4,3.1,2.29,3.56,3.16,1655.02,1722.87,5.0,2.0,6.0,5.0
2324,2023-12-03,Bayer Leverkusen,Borussia Dortmund,1,1,D,22.0,6.0,6.0,2.0,16.0,1.0,3.0,2.0,0.0,0.0,1.62,4.5,4.75,1.68,4.46,4.59,1855.63,1870.36,9.0,3.0,15.0,7.0
2324,2023-12-03,FC Augsburg,Eintracht Frankfurt,2,1,H,9.0,12.0,4.0,6.0,2.0,4.0,1.0,1.0,0.0,0.0,2.63,3.6,2.55,2.69,3.6,2.61,1616.51,1719.33,3.0,4.0,9.0,8.0
2324,2023-12-08,TSG Hoffenheim,VfL Bochum,3,1,H,18.0,22.0,7.0,5.0,4.0,5.0,3.0,2.0,0.0,0.0,1.67,4.2,4.75,1.73,4.32,4.52,1681.07,1611.0,2.0,5.0,5.0,9.0
2324,2023-12-09,Borussia Dortmund,RB Leipzig,2,3,A,18.0,24.0,6.0,8.0,6.0,6.0,1.0,3.0,1.0,0.0,2.6,3.6,2.55,2.59,3.87,2.57,1870.36,1840.77,4.0,6.0,5.0,9.0
2324,2023-12-09,VfL Wolfsburg,SC Freiburg,0,1,A,10.0,4.0,3.0,1.0,5.0,3.0,1.0,4.0,0.0,0.0,2.25,3.5,3.1,2.29,3.78,3.0,1700.03,1722.87,3.0,4.0,4.0,5.0
2324,2023-12-09,Werder Bremen,FC Augsburg,2,0,H,12.0,11.0,5.0,1.0,5.0,2.0,1.0,2.0,0.0,0.0,2.38,3.6,2.8,2.45,3.71,2.81,1608.69,1616.51,1.0,5.0,5.0,9.0
2324,2023-12-09,1. FC Heidenheim,SV Darmstadt 98,3,2,H,16.0,20.0,7.0,7.0,8.0,3.0,2.0,2.0,0.0,0.0,2.05,3.5,3.5,2.07,3.73,3.53,1577.21,1558.64,1.0,2.0,4.0,2.0
2324,2023-12-09,Eintracht Frankfurt,Bayern Munich,5,1,H,14.0,17.0,6.0,6.0,1.0,9.0,1.0,2.0,0.0,0.0,9.0,5.5,1.3,8.96,6.05,1.31,1719.33,1983.59,1.0,9.0,5.0,15.0
2324,2023-12-10,VfB Stuttgart,Bayer Leverkusen,1,1,D,22.0,20.0,12.0,6.0,8.0,8.0,1.0,1.0,0.0,0.0,2.9,3.6,2.3,2.84,3.82,2.38,1721.09,1855.63,9.0,7.0,9.0,13.0
2324,2023-12-10,1. FC Koln,FSV Mainz 05,0,0,D,7.0,13.0,3.0,5.0,1.0,7.0,2.0,4.0,0.0,0.0,2.3,3.5,3.0,2.48,3.44,2.95,1631.36,1655.02,4.0,2.0,5.0,6.0
2324,2023-12-16,RB Leipzig,TSG Hoffenheim,3,1,H,23.0,10.0,11.0,4.0,9.0,2.0,3.0,2.0,0.0,0.0,1.45,5.0,6.0,1.45,5.3,6.22,1847.08,1674.37,6.0,4.0,9.0,5.0
2324,2023-12-16,FSV Mainz 05,1. FC Heidenheim,0,1,A,16.0,5.0,4.0,2.0,8.0,1.0,3.0,3.0,0.0,0.0,1.67,4.2,4.75,1.67,4.23,4.93,1641.03,1573.35,2.0,4.0,6.0,7.0
2324,2023-12-16,VfL Bochum,Union Berlin,3,0,H,21.0,10.0,7.0,2.0,6.0,4.0,2.0,2.0,0.0,0.0,2.7,3.4,2.6,2.68,3.48,2.68,1608.28,1654.23,4.0,4.0,8.0,4.0
2324,2023-12-16,FC Augsburg,Borussia Dortmund,1,1,D,20.0,24.0,4.0,6.0,4.0,7.0,2.0,1.0,0.0,0.0,3.5,4.2,1.91,3.64,4.24,1.91,1608.13,1851.9,4.0,4.0,6.0,4.0
2324,2023-12-16,SV Darmstadt 98,VfL Wolfsburg,0,1,A,14.0,11.0,4.0,3.0,7.0,7.0,2.0,0.0,0.0,1.0,3.1,3.6,2.2,3.29,3.61,2.21,1537.49,1671.61,1.0,3.0,2.0,4.0
2324,2023-12-17,SC Freiburg,1. FC Koln,2,0,H,23.0,7.0,7.0,1.0,5.0,2.0,1.0,4.0,0.0,1.0,1.8,3.8,4.2,1.82,3.75,4.57,1724.15,1629.68,7.0,4.0,8.0,6.0
2324,2023-12-17,Bayer Leverkusen,Eintracht Frankfurt,3,0,H,14.0,4.0,6.0,2.0,5.0,5.0,1.0,1.0,0.0,0.0,1.36,5.0,8.5,1.36,5.67,7.93,1847.01,1706.78,5.0,3.0,11.0,7.0
2324,2023-12-17,Bayern Munich,VfB Stuttgart,3,0,H,17.0,5.0,8.0,2.0,6.0,2.0,0.0,3.0,0.0,0.0,1.45,5.25,5.5,1.44,5.56,6.06,1955.94,1720.34,6.0,7.0,12.0,10.0
2324,2023-12-19,Werder Bremen,RB Leipzig,1,1,D,11.0,18.0,3.0,9.0,1.0,4.0,4.0,2.0,0.0,0.0,5.0,4.5,1.57,5.13,4.76,1.6,1605.2,1847.08,4.0,9.0,5.0,12.0
2324,2023-12-19,Borussia Dortmund,FSV Mainz 05,1,1,D,21.0,11.0,8.0,6.0,6.0,1.0,0.0,4.0,0.0,0.0,1.55,4.75,5.25,1.57,4.84,5.33,1851.9,1641.03,2.0,1.0,5.0,3.0
2324,2023-12-19,TSG Hoffenheim,SV Darmstadt 98,3,3,D,13.0,14.0,4.0,3.0,8.0,3.0,2.0,4.0,0.0,0.0,1.44,5.0,6.5,1.45,5.14,6.78,1674.37,1537.49,3.0,0.0,5.0,2.0
2324,2023-12-20,Union Berlin,1. FC Koln,2,0,H,12.0,15.0,8.0,7.0,4.0,5.0,0.0,0.0,0.0,0.0,1.95,3.6,3.8,1.95,3.59,4.09,1654.23,1629.68,4.0,4.0,4.0,5.0
2324,2023-12-20,1. FC Heidenheim,SC Freiburg,3,2,H,14.0,10.0,3.0,4.0,7.0,4.0,3.0,4.0,0.0,0.0,2.8,3.6,2.38,2.9,3.58,2.44,1573.35,1724.15,6.0,9.0,7.0,10.0
2324,2023-12-20,Bayer Leverkusen,VfL Bochum,4,0,H,15.0,6.0,8.0,1.0,4.0,3.0,0.0,2.0,0.0,0.0,1.17,8.0,15.0,1.18,8.42,13.23,1847.01,1608.28,5.0,6.0,11.0,8.0
2324,2023-12-20,VfB Stuttgart,FC Augsburg,3,0,H,17.0,6.0,7.0,5.0,4.0,4.0,0.0,4.0,0.0,0.0,1.36,5.25,7.5,1.37,5.46,7.98,1720.34,1608.13,4.0,4.0,10.0,6.0
2324,2023-12-20,VfL Wolfsburg,Bayern Munich,1,2,A,5.0,20.0,4.0,7.0,0.0,6.0,4.0,2.0,0.0,0.0,6.5,5.75,1.36,7.64,5.7,1.37,1671.61,1955.94,3.0,6.0,6.0,12.0
2324,2024-01-12,Bayern Munich,TSG Hoffenheim,3,0,H,27.0,12.0,12.0,4.0,11.0,2.0,1.0,3.0,0.0,1.0,1.14,9.0,12.0,1.15,9.94,16.13,1962.54,1665.17,6.0,4.0,12.0,5.0
2324,2024-01-13,SV Darmstadt 98,Borussia Dortmund,0,3,A,10.0,17.0,2.0,8.0,3.0,4.0,1.0,3.0,0.0,0.0,5.25,4.5,1.53,5.5,4.91,1.53,1536.66,1840.45,1.0,2.0,2.0,6.0
2324,2024-01-13,FSV Mainz 05,VfL Wolfsburg,1,1,D,12.0,9.0,4.0,4.0,7.0,3.0,3.0,4.0,0.0,0.0,2.2,3.4,3.25,2.25,3.47,3.33,1636.33,1674.63,2.0,3.0,3.0,6.0
2324,2024-01-13,RB Leipzig,Eintracht Frankfurt,0,1,A,26.0,5.0,7.0,1.0,15.0,4.0,0.0,2.0,0.0,0.0,1.45,4.5,7.5,1.45,4.99,6.78,1846.3,1706.44,7.0,6.0,10.0,6.0
2324,2024-01-13,1. FC Koln,1. FC Heidenheim,1,1,D,13.0,10.0,6.0,2.0,9.0,6.0,2.0,1.0,0.0,0.0,2.05,3.6,3.4,2.1,3.67,3.51,1615.33,1594.82,1.0,9.0,4.0,10.0
2324,2024-01-13,SC Freiburg,Union Berlin,0,0,D,14.0,8.0,4.0,4.0,4.0,3.0,0.0,2.0,0.0,0.0,2.05,3.6,3.5,2.1,3.62,3.54,1720.07,1649.7,6.0,6.0,10.0,7.0
2324,2024-01-13,FC Augsburg,Bayer Leverkusen,0,1,A,2.0,25.0,0.0,6.0,0.0,12.0,3.0,1.0,0.0,0.0,5.25,4.75,1.5,5.74,4.65,1.54,1605.97,1856.9,1.0,7.0,5.0,11.0
2324,2024-01-14,VfL Bochum,Werder Bremen,1,1,D,13.0,15.0,4.0,4.0,3.0,4.0,6.0,5.0,0.0,0.0,2.15,3.6,3.1,2.21,3.78,3.16,1617.08,1613.56,3.0,5.0,7.0,5.0
2324,2024-01-20,VfL Bochum,VfB Stuttgart,1,0,H,6.0,17.0,1.0,4.0,1.0,7.0,5.0,3.0,0.0,0.0,3.6,3.8,1.95,3.66,3.9,1.98,1615.08,1712.92,4.0,3.0,7.0,7.0
2324,2024-01-20,SV Darmstadt 98,Eintracht Frankfurt,2,2,D,13.0,7.0,3.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,3.8,3.75,1.91,3.91,3.71,1.96,1531.83,1719.47,1.0,6.0,1.0,9.0
2324,2024-01-20,1. FC Koln,Borussia Dortmund,0,4,A,16.0,11.0,5.0,7.0,13.0,4.0,2.0,2.0,0.0,0.0,4.5,4.0,1.73,4.27,4.29,1.76,1612.8,1845.28,1.0,5.0,5.0,6.0
2324,2024-01-20,SC Freiburg,TSG Hoffenheim,3,2,H,16.0,16.0,8.0,4.0,2.0,2.0,3.0,3.0,1.0,0.0,2.0,3.8,3.4,2.07,3.83,3.44,1716.25,1662.83,4.0,1.0,10.0,4.0
2324,2024-01-20,1. FC Heidenheim,VfL Wolfsburg,1,1,D,12.0,12.0,3.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,2.7,3.5,2.55,2.78,3.5,2.58,1597.35,1675.52,7.0,4.0,10.0,4.0
2324,2024-01-20,RB Leipzig,Bayer Leverkusen,2,3,A,11.0,18.0,6.0,5.0,1.0,9.0,2.0,3.0,0.0,0.0,2.4,3.8,2.7,2.44,3.78,2.79,1833.27,1860.62,4.0,9.0,10.0,11.0
2324,2024-01-21,Bayern Munich,Werder Bremen,0,1,A,21.0,8.0,6.0,3.0,10.0,2.0,2.0,1.0,0.0,0.0,1.09,11.0,21.0,1.08,11.78,20.98,1964.89,1615.56,9.0,3.0,12.0,6.0
2324,2024-01-24,Bayern Munich,Union Berlin,1,0,H,24.0,4.0,10.0,1.0,12.0,1.0,2.0,4.0,0.0,0.0,1.18,7.0,17.0,1.15,8.7,17.25,1964.89,1653.52,6.0,4.0,9.0,8.0
2324,2024-01-26,Eintracht Frankfurt,FSV Mainz 05,1,0,H,13.0,7.0,4.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.15,3.4,3.5,2.17,3.44,3.54,1719.47,1635.45,7.0,2.0,10.0,3.0
2324,2024-01-27,VfL Wolfsburg,1. FC Koln,1,1,D,12.0,6.0,5.0,2.0,6.0,3.0,5.0,3.0,0.0,0.0,1.83,3.75,4.2,1.83,3.83,4.41,1675.52,1612.8,2.0,1.0,5.0,2.0
2324,2024-01-27,Werder Bremen,SC Freiburg,3,1,H,14.0,7.0,4.0,4.0,5.0,5.0,2.0,1.0,0.0,0.0,2.4,3.5,2.88,2.45,3.52,2.94,1615.56,1716.25,5.0,4.0,9.0,10.0
2324,2024-01-27,TSG Hoffenheim,1. FC Heidenheim,1,1,D,20.0,15.0,8.0,3.0,9.0,5.0,4.0,0.0,0.0,0.0,1.67,4.5,4.33,1.7,4.28,4.64,1662.83,1597.35,1.0,5.0,4.0,11.0
2324,2024-01-27,FC Augsburg,Bayern Munich,2,3,A,14.0,13.0,7.0,4.0,4.0,5.0,2.0,6.0,0.0,0.0,8.5,5.75,1.3,8.77,5.99,1.31,1602.25,1964.89,3.0,6.0,4.0,12.0
2324,2024-01-27,VfB Stuttgart,RB Leipzig,5,2,H,19.0,4.0,11.0,2.0,9.0,3.0,1.0,4.0,0.0,0.0,2.63,3.8,2.4,2.75,3.82,2.45,1712.92,1833.27,3.0,1.0,4.0,7.0
2324,2024-01-28,Union Berlin,SV Darmstadt 98,1,0,H,19.0,15.0,6.0,1.0,4.0,3.0,3.0,2.0,0.0,0.0,1.62,3.8,5.75,1.64,3.92,5.85,1653.52,1531.83,4.0,2.0,7.0,2.0
2324,2024-01-28,Borussia Dortmund,VfL Bochum,3,1,H,15.0,10.0,6.0,4.0,8.0,4.0,1.0,3.0,0.0,0.0,1.36,5.5,7.5,1.38,5.7,7.32,1845.28,1615.08,7.0,4.0,8.0,7.0
2324,2024-02-02,1. FC Heidenheim,Borussia Dortmund,0,0,D,11.0,13.0,0.0,5.0,4.0,6.0,0.0,2.0,0.0,0.0,3.75,4.5,1.8,3.99,4.34,1.82,1601.17,1856.2,3.0,9.0,9.0,11.0
2324,2024-02-03,SV Darmstadt 98,Bayer Leverkusen,0,2,A,8.0,18.0,6.0,7.0,4.0,3.0,2.0,2.0,0.0,0.0,9.5,6.5,1.25,9.27,6.36,1.28,1531.42,1863.05,1.0,7.0,2.0,13.0
2324,2024-02-03,VfL Bochum,FC Augsburg,1,1,D,9.0,12.0,4.0,6.0,3.0,5.0,3.0,1.0,0.0,0.0,2.15,3.4,3.4,2.21,3.65,3.25,1620.99,1611.36,4.0,3.0,7.0,4.0
2324,2024-02-03,SC Freiburg,VfB Stuttgart,1,3,A,7.0,17.0,4.0,9.0,1.0,6.0,4.0,2.0,1.0,0.0,3.1,3.6,2.2,3.15,3.79,2.21,1709.17,1720.01,4.0,3.0,7.0,6.0
2324,2024-02-03,FSV Mainz 05,Werder Bremen,0,1,A,20.0,6.0,5.0,1.0,11.0,1.0,4.0,3.0,0.0,0.0,2.1,3.5,3.5,2.12,3.52,3.59,1630.95,1643.95,2.0,7.0,3.0,9.0
2324,2024-02-03,1. FC Koln,Eintracht Frankfurt,2,0,H,14.0,11.0,4.0,4.0,7.0,7.0,1.0,4.0,0.0,2.0,3.25,3.4,2.2,3.31,3.47,2.26,1608.52,1720.62,2.0,7.0,2.0,10.0
2324,2024-02-04,VfL Wolfsburg,TSG Hoffenheim,2,2,D,14.0,17.0,8.0,7.0,7.0,2.0,2.0,3.0,0.0,0.0,2.1,3.75,3.2,2.14,3.83,3.28,1671.44,1654.34,3.0,1.0,6.0,2.0
2324,2024-02-04,RB Leipzig,Union Berlin,2,0,H,16.0,10.0,6.0,2.0,5.0,4.0,1.0,2.0,0.0,1.0,1.4,5.0,7.5,1.4,4.98,7.93,1808.41,1655.79,0.0,4.0,4.0,7.0
2324,2024-02-07,FSV Mainz 05,Union Berlin,1,1,D,16.0,15.0,7.0,4.0,8.0,3.0,2.0,4.0,0.0,0.0,2.15,3.3,3.5,2.22,3.29,3.58,1630.95,1655.79,1.0,3.0,2.0,7.0
2324,2024-02-09,Borussia Dortmund,SC Freiburg,3,0,H,17.0,6.0,8.0,3.0,5.0,3.0,2.0,0.0,0.0,0.0,1.45,4.75,6.5,1.47,5.13,6.36,1856.2,1709.17,7.0,3.0,11.0,4.0
2324,2024-02-10,Bayer Leverkusen,Bayern Munich,3,0,H,14.0,8.0,8.0,1.0,4.0,6.0,3.0,2.0,0.0,0.0,2.63,3.8,2.4,2.68,3.9,2.47,1863.05,1952.44,7.0,9.0,13.0,12.0
2324,2024-02-10,Werder Bremen,1. FC Heidenheim,1,2,A,14.0,10.0,3.0,3.0,5.0,10.0,1.0,2.0,0.0,0.0,1.8,3.8,4.33,1.86,3.79,4.25,1643.95,1601.17,9.0,3.0,11.0,7.0
2324,2024-02-10,Union Berlin,VfL Wolfsburg,1,0,H,7.0,15.0,2.0,5.0,6.0,10.0,1.0,2.0,0.0,0.0,2.25,3.4,3.2,2.35,3.37,3.22,1655.79,1671.44,4.0,3.0,5.0,4.0
2324,2024-02-10,Eintracht Frankfurt,VfL Bochum,1,1,D,8.0,14.0,2.0,5.0,8.0,3.0,2.0,2.0,0.0,0.0,1.73,3.8,4.75,1.76,3.82,4.86,1720.62,1620.99,4.0,4.0,10.0,5.0
2324,2024-02-10,FC Augsburg,RB Leipzig,2,2,D,11.0,9.0,4.0,6.0,1.0,3.0,5.0,1.0,0.0,0.0,4.0,4.2,1.75,4.19,4.26,1.78,1611.36,1808.41,4.0,3.0,4.0,4.0
2324,2024-02-11,VfB Stuttgart,FSV Mainz 05,3,1,H,10.0,16.0,7.0,6.0,4.0,5.0,1.0,1.0,0.0,0.0,1.44,4.5,7.5,1.44,4.77,7.45,1720.01,1630.95,6.0,1.0,9.0,3.0
2324,2024-02-11,TSG Hoffenheim,1. FC Koln,1,1,D,10.0,5.0,4.0,1.0,10.0,3.0,3.0,4.0,0.0,0.0,1.8,3.8,4.33,1.86,3.9,4.12,1654.34,1608.52,2.0,4.0,3.0,5.0
2324,2024-02-16,1. FC Koln,Werder Bremen,0,1,A,10.0,13.0,2.0,4.0,5.0,3.0,4.0,4.0,0.0,0.0,2.4,3.4,2.88,2.57,3.38,2.92,1622.02,1640.11,5.0,6.0,6.0,10.0
2324,2024-02-17,TSG Hoffenheim,Union Berlin,0,1,A,16.0,10.0,4.0,3.0,6.0,2.0,3.0,4.0,1.0,1.0,2.0,3.6,3.6,2.06,3.71,3.58,1651.38,1656.84,3.0,4.0,3.0,7.0
2324,2024-02-17,SV Darmstadt 98,VfB Stuttgart,1,2,A,21.0,13.0,9.0,4.0,5.0,3.0,4.0,5.0,0.0,1.0,6.5,4.75,1.44,6.88,4.89,1.45,1530.86,1736.34,1.0,9.0,2.0,9.0
2324,2024-02-17,1. FC Heidenheim,Bayer Leverkusen,1,2,A,6.0,17.0,3.0,4.0,4.0,5.0,2.0,1.0,0.0,0.0,8.0,5.75,1.33,8.03,5.8,1.35,1614.53,1878.68,5.0,7.0,7.0,13.0
