Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,HomeElo,AwayElo,Form3Home,Form3Away,Form5Home,Form5Away
2223,2022-11-09,Schalke 04,FSV Mainz 05,1,0,H,13.0,11.0,4.0,1.0,1.0,6.0,3.0,1.0,0.0,0.0,3.4,3.75,2.05,3.52,3.77,2.11,1552.03,1705.32,0.0,3.0,0.0,7.0
2223,2022-11-09,Union Berlin,FC Augsburg,2,2,D,18.0,7.0,6.0,2.0,6.0,3.0,1.0,4.0,0.0,0.0,1.55,4.2,6.0,1.57,4.21,6.65,1772.34,1623.38,3.0,1.0,9.0,2.0
2223,2022-11-12,Schalke 04,Bayern Munich,0,2,A,6.0,22.0,2.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,15.0,7.5,1.16,17.47,8.34,1.17,1552.03,1999.01,3.0,9.0,3.0,15.0
2223,2022-11-12,Werder Bremen,RB Leipzig,1,2,A,7.0,14.0,5.0,3.0,0.0,4.0,1.0,2.0,0.0,0.0,3.6,4.0,1.9,3.7,4.12,1.96,1643.7,1803.4,6.0,9.0,6.0,13.0
2223,2022-11-12,Bayer Leverkusen,VfB Stuttgart,2,0,H,11.0,7.0,3.0,1.0,4.0,2.0,2.0,3.0,0.0,0.0,1.72,4.2,4.33,1.73,4.21,4.78,1725.01,1626.8,6.0,6.0,7.0,9.0
2223,2022-11-12,Hertha,1. FC Koln,2,0,H,17.0,10.0,8.0,2.0,10.0,5.0,3.0,1.0,0.0,0.0,2.2,3.6,3.1,2.3,3.68,3.17,1616.52,1671.81,0.0,1.0,3.0,4.0
2223,2022-11-12,FC Augsburg,VfL Bochum,0,1,A,19.0,11.0,5.0,4.0,6.0,2.0,1.0,1.0,0.0,0.0,2.2,3.5,3.2,2.23,3.62,3.36,1623.38,1586.29,1.0,3.0,2.0,6.0
2223,2022-11-12,TSG Hoffenheim,VfL Wolfsburg,1,2,A,22.0,6.0,8.0,3.0,7.0,1.0,0.0,3.0,0.0,0.0,2.25,3.75,3.1,2.28,3.77,3.14,1700.58,1685.69,1.0,9.0,4.0,11.0
2223,2022-11-13,FSV Mainz 05,Eintracht Frankfurt,1,1,D,19.0,10.0,6.0,3.0,5.0,2.0,2.0,2.0,0.0,0.0,2.75,3.5,2.45,2.84,3.76,2.47,1705.32,1760.99,0.0,6.0,6.0,12.0
2223,2022-11-13,SC Freiburg,Union Berlin,4,1,H,7.0,4.0,5.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,3.3,4.0,2.06,3.32,4.25,1774.95,1772.34,6.0,4.0,9.0,7.0
2223,2023-01-20,RB Leipzig,Bayern Munich,1,1,D,10.0,7.0,3.0,2.0,3.0,2.0,2.0,3.0,0.0,0.0,3.6,4.33,1.85,3.93,4.24,1.88,1841.72,2014.21,9.0,9.0,13.0,15.0
2223,2023-01-21,VfB Stuttgart,FSV Mainz 05,1,1,D,16.0,12.0,4.0,2.0,3.0,5.0,1.0,3.0,0.0,0.0,2.4,3.5,2.88,2.44,3.54,3.03,1626.74,1684.75,3.0,1.0,6.0,4.0
2223,2023-01-21,VfL Bochum,Hertha,3,1,H,10.0,10.0,3.0,2.0,1.0,6.0,1.0,1.0,0.0,0.0,2.38,3.5,2.9,2.44,3.61,2.98,1607.93,1624.57,6.0,3.0,9.0,6.0
2223,2023-01-21,Eintracht Frankfurt,Schalke 04,3,0,H,11.0,18.0,3.0,4.0,5.0,4.0,2.0,3.0,0.0,0.0,1.36,5.0,8.5,1.4,5.34,8.09,1785.82,1561.36,7.0,3.0,10.0,3.0
2223,2023-01-21,Union Berlin,TSG Hoffenheim,3,1,H,23.0,10.0,5.0,5.0,9.0,4.0,2.0,1.0,0.0,0.0,2.25,3.4,3.2,2.29,3.45,3.38,1748.52,1681.81,1.0,0.0,4.0,1.0
2223,2023-01-21,VfL Wolfsburg,SC Freiburg,6,0,H,13.0,9.0,11.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,2.55,3.4,2.75,2.58,3.49,2.87,1729.85,1785.18,9.0,6.0,13.0,12.0
2223,2023-01-21,1. FC Koln,Werder Bremen,7,1,H,15.0,4.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.25,3.8,2.9,2.25,3.89,3.11,1649.37,1646.22,0.0,3.0,1.0,6.0
2223,2023-01-22,Borussia Dortmund,FC Augsburg,4,3,H,27.0,14.0,10.0,4.0,7.0,3.0,1.0,4.0,0.0,0.0,1.3,6.0,8.0,1.35,5.88,8.74,1801.28,1617.87,3.0,1.0,9.0,2.0
2223,2023-01-24,Bayern Munich,1. FC Koln,1,1,D,22.0,2.0,7.0,1.0,9.0,4.0,0.0,1.0,0.0,0.0,1.2,7.5,12.0,1.23,7.6,12.0,2014.21,1649.37,7.0,3.0,13.0,4.0
2223,2023-01-24,Hertha,VfL Wolfsburg,0,5,A,8.0,15.0,2.0,7.0,6.0,4.0,2.0,0.0,0.0,0.0,3.0,3.4,2.3,3.12,3.53,2.39,1624.57,1729.85,3.0,9.0,3.0,15.0
2223,2023-01-24,Schalke 04,RB Leipzig,1,6,A,9.0,21.0,1.0,14.0,1.0,6.0,1.0,1.0,0.0,0.0,5.75,4.33,1.53,5.91,4.41,1.59,1561.36,1841.72,3.0,7.0,3.0,13.0
2223,2023-01-24,TSG Hoffenheim,VfB Stuttgart,2,2,D,13.0,8.0,5.0,4.0,6.0,4.0,1.0,3.0,0.0,1.0,2.1,3.5,3.4,2.19,3.63,3.44,1681.81,1626.74,0.0,4.0,1.0,7.0
2223,2023-01-25,Werder Bremen,Union Berlin,1,2,A,8.0,11.0,3.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,2.8,3.2,2.63,2.94,3.33,2.62,1646.22,1748.52,0.0,4.0,6.0,7.0
2223,2023-01-25,Bayer Leverkusen,VfL Bochum,2,0,H,11.0,9.0,4.0,2.0,3.0,4.0,2.0,4.0,0.0,0.0,1.4,5.25,6.5,1.45,4.98,7.28,1758.0,1607.93,9.0,9.0,12.0,9.0
2223,2023-01-25,SC Freiburg,Eintracht Frankfurt,1,1,D,12.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,0.0,0.0,2.5,3.5,2.7,2.58,3.57,2.82,1785.18,1785.82,3.0,7.0,9.0,10.0
2223,2023-01-25,FSV Mainz 05,Borussia Dortmund,1,2,A,12.0,12.0,4.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,2.9,3.6,2.3,3.0,3.72,2.38,1684.75,1801.28,2.0,3.0,2.0,9.0
2223,2023-01-27,RB Leipzig,VfB Stuttgart,2,1,H,9.0,10.0,4.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,1.33,5.0,9.0,1.38,5.27,9.19,1841.72,1626.74,7.0,2.0,13.0,5.0
2223,2023-01-28,SC Freiburg,FC Augsburg,3,1,H,15.0,16.0,9.0,4.0,3.0,7.0,3.0,3.0,0.0,0.0,1.5,4.5,6.25,1.52,4.65,6.55,1785.18,1617.87,4.0,3.0,7.0,4.0
2223,2023-01-28,Hertha,Union Berlin,0,2,A,10.0,7.0,3.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,3.5,3.25,2.2,3.76,3.37,2.18,1624.57,1748.52,3.0,6.0,3.0,7.0
2223,2023-01-28,FSV Mainz 05,VfL Bochum,5,2,H,14.0,14.0,7.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,1.7,4.0,4.75,1.74,4.06,4.96,1684.75,1607.93,2.0,6.0,2.0,9.0
2223,2023-01-28,Werder Bremen,VfL Wolfsburg,2,1,H,14.0,7.0,5.0,3.0,2.0,6.0,3.0,3.0,0.0,0.0,3.2,3.6,2.15,3.41,3.75,2.16,1646.22,1729.85,0.0,9.0,3.0,15.0
2223,2023-01-28,Bayern Munich,Eintracht Frankfurt,1,1,D,14.0,7.0,6.0,1.0,7.0,6.0,3.0,1.0,0.0,0.0,1.33,6.0,7.5,1.35,6.36,7.74,2014.21,1785.82,5.0,5.0,11.0,11.0
2223,2023-01-29,Schalke 04,1. FC Koln,0,0,D,15.0,7.0,2.0,0.0,7.0,7.0,3.0,4.0,0.0,0.0,3.8,3.6,1.95,3.81,3.75,2.02,1561.36,1649.37,0.0,4.0,3.0,4.0
2223,2023-01-29,Bayer Leverkusen,Borussia Dortmund,0,2,A,20.0,6.0,7.0,2.0,8.0,4.0,2.0,4.0,0.0,0.0,2.45,3.8,2.63,2.5,3.89,2.74,1758.0,1801.28,9.0,6.0,15.0,9.0
2223,2023-02-03,FC Augsburg,Bayer Leverkusen,1,0,H,10.0,12.0,5.0,4.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,3.8,1.85,4.25,3.97,1.86,1619.36,1759.48,3.0,6.0,4.0,12.0
2223,2023-02-04,Union Berlin,FSV Mainz 05,2,1,H,9.0,9.0,5.0,2.0,5.0,5.0,1.0,1.0,0.0,0.0,1.95,3.5,4.0,1.99,3.42,4.36,1769.71,1687.2,9.0,4.0,10.0,5.0
2223,2023-02-04,1. FC Koln,RB Leipzig,0,0,D,9.0,7.0,0.0,2.0,5.0,1.0,3.0,4.0,0.0,0.0,4.2,3.6,1.91,4.11,3.79,1.93,1671.42,1853.7,5.0,7.0,5.0,13.0
2223,2023-02-04,Borussia Dortmund,SC Freiburg,5,1,H,24.0,6.0,8.0,3.0,14.0,0.0,3.0,4.0,0.0,1.0,1.67,4.0,5.0,1.71,4.18,4.99,1822.08,1769.52,9.0,4.0,9.0,7.0
2223,2023-02-04,VfL Bochum,TSG Hoffenheim,5,2,H,17.0,10.0,11.0,4.0,6.0,6.0,2.0,3.0,0.0,0.0,2.75,3.5,2.5,2.8,3.64,2.56,1604.4,1657.18,3.0,1.0,9.0,1.0
2223,2023-02-04,Eintracht Frankfurt,Hertha,3,0,H,10.0,13.0,4.0,3.0,7.0,1.0,1.0,2.0,0.0,0.0,1.45,4.5,6.5,1.51,4.63,6.77,1797.17,1593.41,5.0,0.0,9.0,3.0
2223,2023-02-05,VfB Stuttgart,Werder Bremen,0,2,A,16.0,9.0,5.0,4.0,8.0,4.0,2.0,5.0,0.0,0.0,2.0,3.6,3.6,2.09,3.77,3.57,1627.54,1634.29,2.0,3.0,5.0,3.0
2223,2023-02-05,VfL Wolfsburg,Bayern Munich,2,4,A,19.0,9.0,5.0,4.0,7.0,4.0,2.0,6.0,0.0,1.0,5.25,4.5,1.57,5.28,4.64,1.61,1752.98,1996.24,6.0,3.0,12.0,9.0
2223,2023-02-10,Schalke 04,VfL Wolfsburg,0,0,D,17.0,8.0,5.0,2.0,9.0,3.0,1.0,4.0,0.0,0.0,3.6,3.8,1.95,3.92,3.78,1.99,1552.84,1752.98,2.0,3.0,2.0,9.0
2223,2023-02-11,RB Leipzig,Union Berlin,1,2,A,9.0,6.0,1.0,5.0,3.0,4.0,4.0,4.0,0.0,0.0,1.7,3.75,5.0,1.75,3.76,5.31,1853.7,1769.71,7.0,9.0,11.0,12.0
2223,2023-02-11,FSV Mainz 05,FC Augsburg,3,1,H,13.0,11.0,7.0,3.0,4.0,12.0,1.0,1.0,0.0,0.0,1.8,4.0,4.2,1.87,3.9,4.3,1687.2,1619.36,3.0,6.0,5.0,6.0
2223,2023-02-11,Werder Bremen,Borussia Dortmund,0,2,A,8.0,17.0,3.0,9.0,3.0,7.0,1.0,0.0,0.0,0.0,4.0,4.0,1.8,4.06,4.37,1.83,1634.29,1822.08,6.0,9.0,6.0,12.0
2223,2023-02-11,SC Freiburg,VfB Stuttgart,2,1,H,9.0,14.0,5.0,3.0,4.0,3.0,3.0,3.0,0.0,0.0,1.8,3.8,4.33,1.88,3.74,4.45,1769.52,1627.54,4.0,1.0,7.0,2.0
2223,2023-02-11,Bayern Munich,VfL Bochum,3,0,H,25.0,7.0,12.0,1.0,6.0,3.0,1.0,1.0,0.0,0.0,1.11,10.0,17.0,1.15,9.98,16.58,1996.24,1604.4,5.0,3.0,9.0,9.0
2223,2023-02-11,TSG Hoffenheim,Bayer Leverkusen,1,3,A,11.0,12.0,6.0,5.0,5.0,8.0,3.0,1.0,0.0,0.0,2.88,3.6,2.38,2.98,3.75,2.38,1657.18,1759.48,1.0,3.0,1.0,9.0
2223,2023-02-12,1. FC Koln,Eintracht Frankfurt,3,0,H,9.0,7.0,4.0,1.0,3.0,9.0,3.0,2.0,0.0,0.0,2.7,3.5,2.5,2.71,3.66,2.63,1671.42,1797.17,3.0,5.0,6.0,9.0
2223,2023-02-17,FC Augsburg,TSG Hoffenheim,1,0,H,16.0,8.0,3.0,2.0,6.0,1.0,3.0,3.0,0.0,0.0,2.7,3.5,2.6,2.73,3.65,2.62,1623.21,1635.36,3.0,0.0,6.0,1.0
2223,2023-02-18,Eintracht Frankfurt,Werder Bremen,2,0,H,11.0,3.0,6.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,1.62,4.2,5.25,1.63,4.46,5.31,1785.89,1642.03,4.0,6.0,8.0,6.0
2223,2023-02-18,VfL Bochum,SC Freiburg,0,2,A,15.0,15.0,6.0,5.0,5.0,5.0,4.0,2.0,1.0,0.0,3.1,3.5,2.25,3.15,3.56,2.36,1617.68,1763.73,3.0,6.0,6.0,7.0
2223,2023-02-18,VfB Stuttgart,1. FC Koln,3,0,H,18.0,11.0,7.0,4.0,3.0,6.0,3.0,4.0,0.0,0.0,2.45,3.4,2.88,2.48,3.53,2.97,1612.2,1692.92,0.0,5.0,2.0,9.0
2223,2023-02-18,VfL Wolfsburg,RB Leipzig,0,3,A,7.0,17.0,2.0,5.0,2.0,5.0,1.0,1.0,0.0,0.0,3.3,3.6,2.15,3.34,3.68,2.22,1745.39,1839.89,1.0,4.0,7.0,8.0
2223,2023-02-19,Bayer Leverkusen,FSV Mainz 05,2,3,A,17.0,12.0,7.0,7.0,4.0,5.0,5.0,5.0,1.0,0.0,1.8,3.8,4.2,1.85,4.0,4.27,1759.89,1691.11,3.0,6.0,9.0,7.0
2223,2023-02-19,Borussia Dortmund,Hertha,4,1,H,12.0,15.0,5.0,8.0,3.0,4.0,1.0,2.0,0.0,0.0,1.33,5.5,8.5,1.36,5.89,8.41,1840.11,1607.14,9.0,3.0,15.0,3.0
2223,2023-02-19,Union Berlin,Schalke 04,0,0,D,9.0,6.0,4.0,2.0,6.0,4.0,2.0,1.0,0.0,0.0,1.6,3.8,6.0,1.61,3.97,6.65,1787.06,1563.38,9.0,3.0,15.0,3.0
2223,2023-02-25,1. FC Koln,VfL Wolfsburg,0,2,A,11.0,6.0,5.0,4.0,10.0,2.0,1.0,2.0,0.0,0.0,2.3,3.5,3.0,2.4,3.6,3.06,1692.92,1745.39,4.0,1.0,6.0,4.0
2223,2023-02-25,Hertha,FC Augsburg,2,0,H,11.0,9.0,3.0,2.0,1.0,6.0,1.0,3.0,0.0,0.0,2.1,3.6,3.25,2.16,3.73,3.43,1607.14,1623.21,3.0,6.0,3.0,9.0
2223,2023-02-25,TSG Hoffenheim,Borussia Dortmund,0,1,A,13.0,23.0,4.0,11.0,12.0,11.0,3.0,1.0,0.0,0.0,4.0,4.2,1.75,4.27,4.39,1.78,1635.36,1840.11,0.0,9.0,1.0,15.0
2223,2023-02-25,RB Leipzig,Eintracht Frankfurt,2,1,H,10.0,8.0,5.0,4.0,2.0,6.0,2.0,3.0,0.0,0.0,1.7,4.0,4.6,1.73,4.25,4.74,1839.89,1785.89,4.0,6.0,10.0,8.0
2223,2023-02-25,Werder Bremen,VfL Bochum,3,0,H,12.0,9.0,6.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,2.0,3.8,3.6,2.04,3.78,3.72,1642.03,1617.68,3.0,3.0,6.0,3.0
2223,2023-02-25,Schalke 04,VfB Stuttgart,2,1,H,11.0,17.0,6.0,5.0,6.0,9.0,2.0,2.0,0.0,0.0,3.0,3.4,2.45,3.05,3.46,2.47,1563.38,1612.2,3.0,3.0,4.0,4.0
2223,2023-02-26,Bayern Munich,Union Berlin,3,0,H,19.0,4.0,10.0,1.0,10.0,4.0,1.0,1.0,0.0,0.0,1.33,5.25,9.0,1.34,5.68,9.74,2007.55,1787.06,6.0,7.0,8.0,13.0
2223,2023-02-26,SC Freiburg,Bayer Leverkusen,1,1,D,9.0,16.0,4.0,4.0,1.0,3.0,2.0,1.0,0.0,0.0,2.15,3.5,3.25,2.24,3.66,3.3,1763.73,1759.89,6.0,3.0,10.0,6.0
2223,2023-03-03,Borussia Dortmund,RB Leipzig,2,1,H,8.0,14.0,3.0,6.0,4.0,6.0,2.0,5.0,0.0,0.0,2.2,3.5,3.2,2.23,3.71,3.23,1856.03,1860.9,9.0,6.0,15.0,10.0
2223,2023-03-04,FC Augsburg,Werder Bremen,2,1,H,9.0,17.0,5.0,8.0,3.0,7.0,2.0,2.0,0.0,0.0,2.3,3.5,3.0,2.37,3.61,3.04,1623.95,1651.34,3.0,3.0,6.0,9.0
2223,2023-03-04,VfL Bochum,Schalke 04,0,2,A,6.0,9.0,4.0,5.0,4.0,4.0,2.0,1.0,0.0,0.0,2.3,3.4,3.1,2.44,3.48,3.03,1604.02,1582.28,0.0,5.0,3.0,7.0
2223,2023-03-04,FSV Mainz 05,TSG Hoffenheim,1,0,H,16.0,15.0,6.0,4.0,11.0,3.0,1.0,4.0,0.0,0.0,1.91,3.6,4.0,1.93,3.85,3.97,1719.73,1628.9,9.0,0.0,12.0,0.0
2223,2023-03-04,Union Berlin,1. FC Koln,0,0,D,8.0,12.0,2.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0,1.91,3.4,4.33,1.93,3.45,4.56,1794.62,1670.72,4.0,3.0,10.0,5.0
2223,2023-03-04,VfB Stuttgart,Bayern Munich,1,2,A,11.0,13.0,4.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,7.0,5.25,1.4,6.29,5.0,1.49,1623.18,2002.51,3.0,6.0,3.0,10.0
2223,2023-03-05,VfL Wolfsburg,Eintracht Frankfurt,2,2,D,13.0,10.0,8.0,2.0,4.0,5.0,3.0,3.0,0.0,0.0,2.45,3.5,2.8,2.49,3.57,2.9,1749.1,1784.14,4.0,3.0,4.0,7.0
2223,2023-03-05,Bayer Leverkusen,Hertha,4,1,H,18.0,7.0,9.0,2.0,9.0,2.0,1.0,2.0,0.0,0.0,1.53,4.2,6.0,1.58,4.36,5.95,1755.71,1617.89,4.0,6.0,4.0,6.0
2223,2023-03-10,1. FC Koln,VfL Bochum,0,2,A,11.0,9.0,5.0,3.0,10.0,1.0,2.0,2.0,0.0,0.0,1.73,3.75,4.75,1.78,3.87,4.92,1670.72,1604.02,1.0,0.0,5.0,3.0
2223,2023-03-11,Bayern Munich,FC Augsburg,5,3,H,24.0,13.0,9.0,6.0,8.0,5.0,2.0,1.0,0.0,0.0,1.13,9.0,19.0,1.14,10.07,16.64,2002.51,1623.95,6.0,6.0,12.0,9.0
2223,2023-03-11,Eintracht Frankfurt,VfB Stuttgart,1,1,D,10.0,9.0,1.0,5.0,3.0,2.0,4.0,1.0,0.0,0.0,1.8,4.0,4.2,1.86,3.88,4.26,1784.14,1623.18,4.0,3.0,7.0,3.0
2223,2023-03-11,Hertha,FSV Mainz 05,1,1,D,9.0,6.0,4.0,3.0,7.0,8.0,2.0,1.0,0.0,0.0,2.9,3.4,2.45,2.97,3.5,2.47,1617.89,1719.73,3.0,9.0,6.0,12.0
2223,2023-03-11,Schalke 04,Borussia Dortmund,2,2,D,10.0,20.0,5.0,8.0,3.0,6.0,1.0,1.0,0.0,0.0,4.5,4.0,1.73,4.56,4.21,1.74,1582.28,1856.03,7.0,9.0,9.0,15.0
2223,2023-03-12,VfL Wolfsburg,Union Berlin,1,1,D,15.0,11.0,6.0,2.0,3.0,5.0,1.0,4.0,0.0,0.0,2.25,3.25,3.3,2.28,3.22,3.59,1749.1,1794.62,4.0,2.0,5.0,8.0
2223,2023-03-12,SC Freiburg,TSG Hoffenheim,2,1,H,9.0,12.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,1.91,3.6,4.0,1.93,3.71,4.1,1773.52,1628.9,5.0,0.0,8.0,0.0
2223,2023-03-12,Werder Bremen,Bayer Leverkusen,2,3,A,12.0,13.0,6.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,3.3,3.75,2.1,3.32,3.82,2.15,1651.34,1755.71,3.0,4.0,6.0,7.0
2223,2023-03-18,FC Augsburg,Schalke 04,1,1,D,9.0,13.0,3.0,5.0,9.0,6.0,4.0,4.0,1.0,0.0,2.3,3.4,3.1,2.38,3.45,3.14,1622.01,1593.83,3.0,7.0,6.0,9.0
2223,2023-03-18,VfL Bochum,RB Leipzig,1,0,H,8.0,21.0,2.0,8.0,2.0,7.0,2.0,3.0,0.0,0.0,5.5,4.33,1.55,5.93,4.45,1.57,1598.71,1843.06,3.0,6.0,3.0,9.0
2223,2023-03-18,TSG Hoffenheim,Hertha,3,1,H,15.0,11.0,7.0,5.0,8.0,9.0,0.0,3.0,1.0,0.0,2.05,3.5,3.5,2.13,3.62,3.54,1613.7,1605.73,0.0,4.0,0.0,7.0
2223,2023-03-18,VfB Stuttgart,VfL Wolfsburg,0,1,A,12.0,9.0,2.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,2.38,3.4,2.9,2.46,3.47,3.0,1619.35,1739.84,1.0,5.0,4.0,6.0
2223,2023-03-18,Borussia Dortmund,1. FC Koln,6,1,H,11.0,11.0,8.0,5.0,1.0,6.0,1.0,0.0,0.0,0.0,1.45,4.75,6.5,1.47,4.99,6.61,1835.31,1651.18,7.0,1.0,13.0,4.0
2223,2023-03-19,Bayer Leverkusen,Bayern Munich,2,1,H,12.0,11.0,6.0,6.0,5.0,3.0,2.0,3.0,0.0,0.0,5.25,4.5,1.55,4.73,5.04,1.61,1762.37,2002.51,7.0,9.0,10.0,12.0
2223,2023-03-19,Union Berlin,Eintracht Frankfurt,2,0,H,14.0,19.0,3.0,4.0,3.0,7.0,3.0,2.0,0.0,0.0,2.38,3.2,3.2,2.44,3.22,3.25,1779.81,1771.51,2.0,2.0,6.0,5.0
2223,2023-03-19,FSV Mainz 05,SC Freiburg,1,1,D,10.0,11.0,6.0,5.0,3.0,5.0,2.0,3.0,0.0,0.0,2.1,3.5,3.3,2.17,3.51,3.55,1714.75,1765.18,7.0,5.0,13.0,11.0
2223,2023-03-31,Eintracht Frankfurt,VfL Bochum,1,1,D,18.0,8.0,7.0,2.0,15.0,2.0,3.0,2.0,0.0,0.0,1.5,4.33,6.5,1.52,4.55,6.59,1771.51,1598.71,2.0,6.0,5.0,6.0
2223,2023-04-01,SC Freiburg,Hertha,1,1,D,16.0,10.0,8.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.62,4.0,5.5,1.69,3.98,5.33,1741.2,1584.36,5.0,1.0,9.0,4.0
2223,2023-04-01,RB Leipzig,FSV Mainz 05,0,3,A,12.0,19.0,3.0,7.0,3.0,4.0,3.0,3.0,0.0,0.0,1.53,4.5,5.5,1.56,4.52,5.98,1817.89,1701.22,3.0,5.0,9.0,11.0
2223,2023-04-01,Schalke 04,Bayer Leverkusen,0,3,A,12.0,18.0,3.0,10.0,7.0,5.0,2.0,1.0,0.0,0.0,3.8,3.75,1.91,4.1,3.73,1.93,1583.66,1764.01,5.0,9.0,9.0,10.0
2223,2023-04-01,Union Berlin,VfB Stuttgart,3,0,H,13.0,17.0,5.0,8.0,3.0,5.0,1.0,1.0,0.0,0.0,2.05,3.2,3.9,2.12,3.28,3.98,1750.5,1600.11,5.0,1.0,6.0,4.0
2223,2023-04-01,VfL Wolfsburg,FC Augsburg,2,2,D,23.0,5.0,5.0,2.0,4.0,7.0,3.0,2.0,0.0,0.0,1.62,4.0,5.5,1.63,4.31,5.36,1733.61,1606.71,5.0,4.0,8.0,7.0
2223,2023-04-01,Bayern Munich,Borussia Dortmund,4,2,H,16.0,10.0,9.0,4.0,6.0,2.0,1.0,1.0,0.0,0.0,1.45,5.0,6.0,1.51,5.26,5.62,1977.7,1828.53,6.0,7.0,9.0,13.0
2223,2023-04-02,Werder Bremen,TSG Hoffenheim,1,2,A,12.0,8.0,5.0,2.0,1.0,6.0,3.0,4.0,0.0,0.0,2.3,3.5,3.0,2.37,3.74,2.95,1620.88,1609.59,1.0,3.0,4.0,3.0
2223,2023-04-08,Hertha,RB Leipzig,0,1,A,11.0,18.0,1.0,6.0,4.0,4.0,4.0,3.0,0.0,0.0,5.5,4.0,1.62,5.48,4.23,1.63,1584.36,1817.89,2.0,3.0,5.0,6.0
2223,2023-04-08,FSV Mainz 05,Werder Bremen,2,2,D,16.0,9.0,10.0,4.0,1.0,2.0,1.0,5.0,0.0,0.0,1.7,4.0,4.75,1.74,4.1,4.73,1701.22,1620.88,5.0,1.0,11.0,4.0
2223,2023-04-08,Bayer Leverkusen,Eintracht Frankfurt,3,1,H,13.0,9.0,8.0,3.0,2.0,5.0,1.0,5.0,0.0,0.0,1.8,4.0,4.0,1.85,4.08,4.1,1764.01,1740.18,9.0,2.0,13.0,3.0
2223,2023-04-08,Borussia Dortmund,Union Berlin,2,1,H,14.0,7.0,6.0,2.0,8.0,0.0,5.0,2.0,0.0,0.0,1.6,4.0,5.75,1.61,4.11,6.07,1828.53,1750.5,4.0,7.0,10.0,8.0
2223,2023-04-08,FC Augsburg,1. FC Koln,1,3,A,13.0,11.0,1.0,5.0,6.0,1.0,3.0,4.0,0.0,0.0,2.8,3.4,2.55,2.88,3.51,2.53,1606.71,1632.48,2.0,1.0,5.0,2.0
2223,2023-04-08,SC Freiburg,Bayern Munich,0,1,A,10.0,23.0,2.0,8.0,2.0,6.0,2.0,2.0,0.0,0.0,6.5,5.0,1.45,6.54,5.11,1.46,1741.2,1977.7,5.0,6.0,7.0,12.0
2223,2023-04-09,VfL Bochum,VfB Stuttgart,2,3,A,11.0,14.0,5.0,7.0,7.0,4.0,3.0,3.0,0.0,0.0,3.1,3.5,2.25,3.09,3.53,2.38,1603.87,1600.11,7.0,1.0,7.0,1.0
2223,2023-04-09,TSG Hoffenheim,Schalke 04,2,0,H,15.0,10.0,4.0,3.0,9.0,8.0,3.0,0.0,0.0,0.0,1.91,3.8,3.8,1.95,3.94,3.81,1609.59,1583.66,6.0,2.0,6.0,8.0
2223,2023-04-14,Schalke 04,Hertha,5,2,H,14.0,11.0,7.0,5.0,7.0,8.0,2.0,3.0,0.0,0.0,2.25,3.3,3.2,2.38,3.31,3.28,1583.66,1584.36,1.0,1.0,5.0,2.0
2223,2023-04-15,VfB Stuttgart,Borussia Dortmund,3,3,D,12.0,15.0,5.0,6.0,5.0,7.0,5.0,3.0,1.0,0.0,3.5,3.8,1.95,3.53,3.96,2.03,1600.34,1825.11,3.0,6.0,4.0,10.0
2223,2023-04-15,1. FC Koln,FSV Mainz 05,1,1,D,12.0,5.0,4.0,1.0,3.0,3.0,3.0,2.0,0.0,0.0,2.55,3.4,2.7,2.68,3.43,2.76,1641.09,1714.47,4.0,5.0,5.0,9.0
2223,2023-04-15,Bayern Munich,TSG Hoffenheim,1,1,D,22.0,4.0,7.0,3.0,13.0,4.0,2.0,1.0,0.0,0.0,1.22,7.5,11.0,1.22,7.89,10.9,1972.86,1622.83,6.0,9.0,12.0,9.0
2223,2023-04-15,RB Leipzig,FC Augsburg,3,2,H,13.0,14.0,6.0,3.0,3.0,5.0,2.0,3.0,0.0,0.0,1.25,6.5,10.0,1.26,6.63,10.84,1796.73,1594.88,3.0,2.0,6.0,5.0
2223,2023-04-16,Werder Bremen,SC Freiburg,1,2,A,13.0,6.0,5.0,3.0,5.0,2.0,2.0,3.0,0.0,0.0,2.7,3.5,2.55,2.71,3.58,2.64,1611.97,1728.0,2.0,2.0,2.0,6.0
