Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA
2324,2023-12-02,VfB Stuttgart,Werder Bremen,2,0,H,17.0,11.0,6.0,3.0,6.0,7.0,1.0,0.0,0.0,0.0,1.4,5.25,6.5,1.4,5.24,7.66
2324,2023-12-03,FSV Mainz 05,SC Freiburg,0,1,A,19.0,13.0,6.0,5.0,14.0,3.0,1.0,1.0,0.0,0.0,2.3,3.4,3.1,2.29,3.56,3.16
2324,2023-12-03,Bayer Leverkusen,Borussia Dortmund,1,1,D,22.0,6.0,6.0,2.0,16.0,1.0,3.0,2.0,0.0,0.0,1.62,4.5,4.75,1.68,4.46,4.59
2324,2023-12-03,FC Augsburg,Eintracht Frankfurt,2,1,H,9.0,12.0,4.0,6.0,2.0,4.0,1.0,1.0,0.0,0.0,2.63,3.6,2.55,2.69,3.6,2.61
2324,2023-12-08,TSG Hoffenheim,VfL Bochum,3,1,H,18.0,22.0,7.0,5.0,4.0,5.0,3.0,2.0,0.0,0.0,1.67,4.2,4.75,1.73,4.32,4.52
2324,2023-12-09,Borussia Dortmund,RB Leipzig,2,3,A,18.0,24.0,6.0,8.0,6.0,6.0,1.0,3.0,1.0,0.0,2.6,3.6,2.55,2.59,3.87,2.57
2324,2023-12-09,VfL Wolfsburg,SC Freiburg,0,1,A,10.0,4.0,3.0,1.0,5.0,3.0,1.0,4.0,0.0,0.0,2.25,3.5,3.1,2.29,3.78,3.0
2324,2023-12-09,Werder Bremen,FC Augsburg,2,0,H,12.0,11.0,5.0,1.0,5.0,2.0,1.0,2.0,0.0,0.0,2.38,3.6,2.8,2.45,3.71,2.81
2324,2023-12-09,1. FC Heidenheim,SV Darmstadt 98,3,2,H,16.0,20.0,7.0,7.0,8.0,3.0,2.0,2.0,0.0,0.0,2.05,3.5,3.5,2.07,3.73,3.53
2324,2023-12-09,Eintracht Frankfurt,Bayern Munich,5,1,H,14.0,17.0,6.0,6.0,1.0,9.0,1.0,2.0,0.0,0.0,9.0,5.5,1.3,8.96,6.05,1.31
2324,2023-12-09,Union Berlin,Borussia Monchengladbach,3,1,H,16.0,13.0,6.0,4.0,6.0,7.0,1.0,3.0,0.0,0.0,2.1,3.5,3.4,2.18,3.68,3.29
2324,2023-12-10,VfB Stuttgart,Bayer Leverkusen,1,1,D,22.0,20.0,12.0,6.0,8.0,8.0,1.0,1.0,0.0,0.0,2.9,3.6,2.3,2.84,3.82,2.38
2324,2023-12-10,1. FC Koln,FSV Mainz 05,0,0,D,7.0,13.0,3.0,5.0,1.0,7.0,2.0,4.0,0.0,0.0,2.3,3.5,3.0,2.48,3.44,2.95
2324,2023-12-15,Borussia Monchengladbach,Werder Bremen,2,2,D,15.0,10.0,4.0,5.0,4.0,3.0,4.0,2.0,0.0,0.0,2.0,4.0,3.3,2.01,4.02,3.54
2324,2023-12-16,RB Leipzig,TSG Hoffenheim,3,1,H,23.0,10.0,11.0,4.0,9.0,2.0,3.0,2.0,0.0,0.0,1.45,5.0,6.0,1.45,5.3,6.22
2324,2023-12-16,FSV Mainz 05,1. FC Heidenheim,0,1,A,16.0,5.0,4.0,2.0,8.0,1.0,3.0,3.0,0.0,0.0,1.67,4.2,4.75,1.67,4.23,4.93
2324,2023-12-16,VfL Bochum,Union Berlin,3,0,H,21.0,10.0,7.0,2.0,6.0,4.0,2.0,2.0,0.0,0.0,2.7,3.4,2.6,2.68,3.48,2.68
2324,2023-12-16,FC Augsburg,Borussia Dortmund,1,1,D,20.0,24.0,4.0,6.0,4.0,7.0,2.0,1.0,0.0,0.0,3.5,4.2,1.91,3.64,4.24,1.91
2324,2023-12-16,SV Darmstadt 98,VfL Wolfsburg,0,1,A,14.0,11.0,4.0,3.0,7.0,7.0,2.0,0.0,0.0,1.0,3.1,3.6,2.2,3.29,3.61,2.21
2324,2023-12-17,SC Freiburg,1. FC Koln,2,0,H,23.0,7.0,7.0,1.0,5.0,2.0,1.0,4.0,0.0,1.0,1.8,3.8,4.2,1.82,3.75,4.57
2324,2023-12-17,Bayer Leverkusen,Eintracht Frankfurt,3,0,H,14.0,4.0,6.0,2.0,5.0,5.0,1.0,1.0,0.0,0.0,1.36,5.0,8.5,1.36,5.67,7.93
2324,2023-12-17,Bayern Munich,VfB Stuttgart,3,0,H,17.0,5.0,8.0,2.0,6.0,2.0,0.0,3.0,0.0,0.0,1.45,5.25,5.5,1.44,5.56,6.06
2324,2023-12-19,Werder Bremen,RB Leipzig,1,1,D,11.0,18.0,3.0,9.0,1.0,4.0,4.0,2.0,0.0,0.0,5.0,4.5,1.57,5.13,4.76,1.6
2324,2023-12-19,Borussia Dortmund,FSV Mainz 05,1,1,D,21.0,11.0,8.0,6.0,6.0,1.0,0.0,4.0,0.0,0.0,1.55,4.75,5.25,1.57,4.84,5.33
2324,2023-12-19,TSG Hoffenheim,SV Darmstadt 98,3,3,D,13.0,14.0,4.0,3.0,8.0,3.0,2.0,4.0,0.0,0.0,1.44,5.0,6.5,1.45,5.14,6.78
2324,2023-12-20,Union Berlin,1. FC Koln,2,0,H,12.0,15.0,8.0,7.0,4.0,5.0,0.0,0.0,0.0,0.0,1.95,3.6,3.8,1.95,3.59,4.09
2324,2023-12-20,Eintracht Frankfurt,Borussia Monchengladbach,2,1,H,15.0,7.0,7.0,2.0,8.0,2.0,1.0,6.0,0.0,1.0,1.83,4.0,3.8,1.88,3.98,4.0
2324,2023-12-20,1. FC Heidenheim,SC Freiburg,3,2,H,14.0,10.0,3.0,4.0,7.0,4.0,3.0,4.0,0.0,0.0,2.8,3.6,2.38,2.9,3.58,2.44
2324,2023-12-20,Bayer Leverkusen,VfL Bochum,4,0,H,15.0,6.0,8.0,1.0,4.0,3.0,0.0,2.0,0.0,0.0,1.17,8.0,15.0,1.18,8.42,13.23
2324,2023-12-20,VfB Stuttgart,FC Augsburg,3,0,H,17.0,6.0,7.0,5.0,4.0,4.0,0.0,4.0,0.0,0.0,1.36,5.25,7.5,1.37,5.46,7.98
2324,2023-12-20,VfL Wolfsburg,Bayern Munich,1,2,A,5.0,20.0,4.0,7.0,0.0,6.0,4.0,2.0,0.0,0.0,6.5,5.75,1.36,7.64,5.7,1.37
2324,2024-01-12,Bayern Munich,TSG Hoffenheim,3,0,H,27.0,12.0,12.0,4.0,11.0,2.0,1.0,3.0,0.0,1.0,1.14,9.0,12.0,1.15,9.94,16.13
2324,2024-01-13,SV Darmstadt 98,Borussia Dortmund,0,3,A,10.0,17.0,2.0,8.0,3.0,4.0,1.0,3.0,0.0,0.0,5.25,4.5,1.53,5.5,4.91,1.53
2324,2024-01-13,FSV Mainz 05,VfL Wolfsburg,1,1,D,12.0,9.0,4.0,4.0,7.0,3.0,3.0,4.0,0.0,0.0,2.2,3.4,3.25,2.25,3.47,3.33
2324,2024-01-13,RB Leipzig,Eintracht Frankfurt,0,1,A,26.0,5.0,7.0,1.0,15.0,4.0,0.0,2.0,0.0,0.0,1.45,4.5,7.5,1.45,4.99,6.78
2324,2024-01-13,1. FC Koln,1. FC Heidenheim,1,1,D,13.0,10.0,6.0,2.0,9.0,6.0,2.0,1.0,0.0,0.0,2.05,3.6,3.4,2.1,3.67,3.51
2324,2024-01-13,SC Freiburg,Union Berlin,0,0,D,14.0,8.0,4.0,4.0,4.0,3.0,0.0,2.0,0.0,0.0,2.05,3.6,3.5,2.1,3.62,3.54
2324,2024-01-13,FC Augsburg,Bayer Leverkusen,0,1,A,2.0,25.0,0.0,6.0,0.0,12.0,3.0,1.0,0.0,0.0,5.25,4.75,1.5,5.74,4.65,1.54
2324,2024-01-14,VfL Bochum,Werder Bremen,1,1,D,13.0,15.0,4.0,4.0,3.0,4.0,6.0,5.0,0.0,0.0,2.15,3.6,3.1,2.21,3.78,3.16
2324,2024-01-14,Borussia Monchengladbach,VfB Stuttgart,3,1,H,8.0,14.0,4.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,3.5,4.0,1.91,3.67,4.14,1.92
2324,2024-01-20,VfL Bochum,VfB Stuttgart,1,0,H,6.0,17.0,1.0,4.0,1.0,7.0,5.0,3.0,0.0,0.0,3.6,3.8,1.95,3.66,3.9,1.98
2324,2024-01-20,SV Darmstadt 98,Eintracht Frankfurt,2,2,D,13.0,7.0,3.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,3.8,3.75,1.91,3.91,3.71,1.96
2324,2024-01-20,1. FC Koln,Borussia Dortmund,0,4,A,16.0,11.0,5.0,7.0,13.0,4.0,2.0,2.0,0.0,0.0,4.5,4.0,1.73,4.27,4.29,1.76
2324,2024-01-20,SC Freiburg,TSG Hoffenheim,3,2,H,16.0,16.0,8.0,4.0,2.0,2.0,3.0,3.0,1.0,0.0,2.0,3.8,3.4,2.07,3.83,3.44
2324,2024-01-20,1. FC Heidenheim,VfL Wolfsburg,1,1,D,12.0,12.0,3.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,2.7,3.5,2.55,2.78,3.5,2.58
2324,2024-01-20,RB Leipzig,Bayer Leverkusen,2,3,A,11.0,18.0,6.0,5.0,1.0,9.0,2.0,3.0,0.0,0.0,2.4,3.8,2.7,2.44,3.78,2.79
2324,2024-01-21,Bayern Munich,Werder Bremen,0,1,A,21.0,8.0,6.0,3.0,10.0,2.0,2.0,1.0,0.0,0.0,1.09,11.0,21.0,1.08,11.78,20.98
2324,2024-01-21,Borussia Monchengladbach,FC Augsburg,1,2,A,18.0,15.0,4.0,7.0,5.0,7.0,1.0,2.0,0.0,0.0,1.91,3.8,3.8,1.91,3.98,3.61
2324,2024-01-24,Bayern Munich,Union Berlin,1,0,H,24.0,4.0,10.0,1.0,12.0,1.0,2.0,4.0,0.0,0.0,1.18,7.0,17.0,1.15,8.7,17.25
2324,2024-01-26,Eintracht Frankfurt,FSV Mainz 05,1,0,H,13.0,7.0,4.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.15,3.4,3.5,2.17,3.44,3.54
2324,2024-01-27,Bayer Leverkusen,Borussia Monchengladbach,0,0,D,28.0,4.0,8.0,3.0,8.0,2.0,3.0,1.0,0.0,0.0,1.29,5.5,10.0,1.27,6.56,9.6
2324,2024-01-27,VfL Wolfsburg,1. FC Koln,1,1,D,12.0,6.0,5.0,2.0,6.0,3.0,5.0,3.0,0.0,0.0,1.83,3.75,4.2,1.83,3.83,4.41
2324,2024-01-27,Werder Bremen,SC Freiburg,3,1,H,14.0,7.0,4.0,4.0,5.0,5.0,2.0,1.0,0.0,0.0,2.4,3.5,2.88,2.45,3.52,2.94
2324,2024-01-27,TSG Hoffenheim,1. FC Heidenheim,1,1,D,20.0,15.0,8.0,3.0,9.0,5.0,4.0,0.0,0.0,0.0,1.67,4.5,4.33,1.7,4.28,4.64
2324,2024-01-27,FC Augsburg,Bayern Munich,2,3,A,14.0,13.0,7.0,4.0,4.0,5.0,2.0,6.0,0.0,0.0,8.5,5.75,1.3,8.77,5.99,1.31
2324,2024-01-27,VfB Stuttgart,RB Leipzig,5,2,H,19.0,4.0,11.0,2.0,9.0,3.0,1.0,4.0,0.0,0.0,2.63,3.8,2.4,2.75,3.82,2.45
2324,2024-01-28,Union Berlin,SV Darmstadt 98,1,0,H,19.0,15.0,6.0,1.0,4.0,3.0,3.0,2.0,0.0,0.0,1.62,3.8,5.75,1.64,3.92,5.85
2324,2024-01-28,Borussia Dortmund,VfL Bochum,3,1,H,15.0,10.0,6.0,4.0,8.0,4.0,1.0,3.0,0.0,0.0,1.36,5.5,7.5,1.38,5.7,7.32
2324,2024-02-02,1. FC Heidenheim,Borussia Dortmund,0,0,D,11.0,13.0,0.0,5.0,4.0,6.0,0.0,2.0,0.0,0.0,3.75,4.5,1.8,3.99,4.34,1.82
2324,2024-02-03,SV Darmstadt 98,Bayer Leverkusen,0,2,A,8.0,18.0,6.0,7.0,4.0,3.0,2.0,2.0,0.0,0.0,9.5,6.5,1.25,9.27,6.36,1.28
2324,2024-02-03,Bayern Munich,Borussia Monchengladbach,3,1,H,21.0,11.0,6.0,4.0,6.0,5.0,0.0,1.0,0.0,0.0,1.14,9.5,13.0,1.15,9.2,16.53
2324,2024-02-03,VfL Bochum,FC Augsburg,1,1,D,9.0,12.0,4.0,6.0,3.0,5.0,3.0,1.0,0.0,0.0,2.15,3.4,3.4,2.21,3.65,3.25
2324,2024-02-03,SC Freiburg,VfB Stuttgart,1,3,A,7.0,17.0,4.0,9.0,1.0,6.0,4.0,2.0,1.0,0.0,3.1,3.6,2.2,3.15,3.79,2.21
2324,2024-02-03,FSV Mainz 05,Werder Bremen,0,1,A,20.0,6.0,5.0,1.0,11.0,1.0,4.0,3.0,0.0,0.0,2.1,3.5,3.5,2.12,3.52,3.59
2324,2024-02-03,1. FC Koln,Eintracht Frankfurt,2,0,H,14.0,11.0,4.0,4.0,7.0,7.0,1.0,4.0,0.0,2.0,3.25,3.4,2.2,3.31,3.47,2.26
2324,2024-02-04,VfL Wolfsburg,TSG Hoffenheim,2,2,D,14.0,17.0,8.0,7.0,7.0,2.0,2.0,3.0,0.0,0.0,2.1,3.75,3.2,2.14,3.83,3.28
2324,2024-02-04,RB Leipzig,Union Berlin,2,0,H,16.0,10.0,6.0,2.0,5.0,4.0,1.0,2.0,0.0,1.0,1.4,5.0,7.5,1.4,4.98,7.93
2324,2024-02-07,FSV Mainz 05,Union Berlin,1,1,D,16.0,15.0,7.0,4.0,8.0,3.0,2.0,4.0,0.0,0.0,2.15,3.3,3.5,2.22,3.29,3.58
2324,2024-02-09,Borussia Dortmund,SC Freiburg,3,0,H,17.0,6.0,8.0,3.0,5.0,3.0,2.0,0.0,0.0,0.0,1.45,4.75,6.5,1.47,5.13,6.36
2324,2024-02-10,Bayer Leverkusen,Bayern Munich,3,0,H,14.0,8.0,8.0,1.0,4.0,6.0,3.0,2.0,0.0,0.0,2.63,3.8,2.4,2.68,3.9,2.47
2324,2024-02-10,Werder Bremen,1. FC Heidenheim,1,2,A,14.0,10.0,3.0,3.0,5.0,10.0,1.0,2.0,0.0,0.0,1.8,3.8,4.33,1.86,3.79,4.25
2324,2024-02-10,Union Berlin,VfL Wolfsburg,1,0,H,7.0,15.0,2.0,5.0,6.0,10.0,1.0,2.0,0.0,0.0,2.25,3.4,3.2,2.35,3.37,3.22
2324,2024-02-10,Eintracht Frankfurt,VfL Bochum,1,1,D,8.0,14.0,2.0,5.0,8.0,3.0,2.0,2.0,0.0,0.0,1.73,3.8,4.75,1.76,3.82,4.86
2324,2024-02-10,FC Augsburg,RB Leipzig,2,2,D,11.0,9.0,4.0,6.0,1.0,3.0,5.0,1.0,0.0,0.0,4.0,4.2,1.75,4.19,4.26,1.78
2324,2024-02-10,Borussia Monchengladbach,SV Darmstadt 98,0,0,D,22.0,10.0,8.0,1.0,7.0,2.0,0.0,5.0,0.0,0.0,1.6,4.5,5.0,1.61,4.33,5.44
2324,2024-02-11,VfB Stuttgart,FSV Mainz 05,3,1,H,10.0,16.0,7.0,6.0,4.0,5.0,1.0,1.0,0.0,0.0,1.44,4.5,7.5,1.44,4.77,7.45
2324,2024-02-11,TSG Hoffenheim,1. FC Koln,1,1,D,10.0,5.0,4.0,1.0,10.0,3.0,3.0,4.0,0.0,0.0,1.8,3.8,4.33,1.86,3.9,4.12
2324,2024-02-16,1. FC Koln,Werder Bremen,0,1,A,10.0,13.0,2.0,4.0,5.0,3.0,4.0,4.0,0.0,0.0,2.4,3.4,2.88,2.57,3.38,2.92
2324,2024-02-17,TSG Hoffenheim,Union Berlin,0,1,A,16.0,10.0,4.0,3.0,6.0,2.0,3.0,4.0,1.0,1.0,2.0,3.6,3.6,2.06,3.71,3.58
2324,2024-02-17,SV Darmstadt 98,VfB Stuttgart,1,2,A,21.0,13.0,9.0,4.0,5.0,3.0,4.0,5.0,0.0,1.0,6.5,4.75,1.44,6.88,4.89,1.45
2324,2024-02-17,1. FC Heidenheim,Bayer Leverkusen,1,2,A,6.0,17.0,3.0,4.0,4.0,5.0,2.0,1.0,0.0,0.0,8.0,5.75,1.33,8.03,5.8,1.35
2324,2024-02-17,FSV Mainz 05,FC Augsburg,1,0,H,19.0,10.0,4.0,4.0,7.0,7.0,3.0,2.0,0.0,1.0,2.0,3.5,3.8,2.03,3.66,3.72
2324,2024-02-17,VfL Wolfsburg,Borussia Dortmund,1,1,D,9.0,12.0,4.0,5.0,5.0,3.0,3.0,1.0,0.0,0.0,3.2,3.8,2.1,3.32,3.79,2.13
2324,2024-02-17,RB Leipzig,Borussia Monchengladbach,2,0,H,16.0,13.0,9.0,0.0,8.0,4.0,1.0,5.0,0.0,0.0,1.36,5.5,7.0,1.38,5.63,7.27
2324,2024-02-18,SC Freiburg,Eintracht Frankfurt,3,3,D,13.0,10.0,8.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,2.3,3.4,3.1,2.33,3.38,3.24
2324,2024-02-18,VfL Bochum,Bayern Munich,3,2,H,14.0,26.0,5.0,10.0,4.0,9.0,2.0,4.0,0.0,1.0,8.0,5.75,1.33,8.13,5.93,1.34
2324,2024-02-23,Bayer Leverkusen,FSV Mainz 05,2,1,H,18.0,13.0,7.0,4.0,11.0,2.0,3.0,5.0,0.0,1.0,1.22,6.5,13.0,1.26,6.53,12.14
2324,2024-02-24,Bayern Munich,RB Leipzig,2,1,H,16.0,11.0,4.0,5.0,6.0,4.0,3.0,3.0,0.0,0.0,1.67,4.33,4.5,1.7,4.4,4.53
2324,2024-02-24,Werder Bremen,SV Darmstadt 98,1,1,D,13.0,11.0,4.0,3.0,4.0,6.0,3.0,4.0,0.0,0.0,1.65,4.2,5.0,1.69,3.94,5.22
2324,2024-02-24,Union Berlin,1. FC Heidenheim,2,2,D,12.0,9.0,3.0,4.0,4.0,2.0,2.0,1.0,0.0,0.0,2.0,3.5,3.75,2.04,3.49,3.89
2324,2024-02-24,VfB Stuttgart,1. FC Koln,1,1,D,13.0,12.0,5.0,6.0,9.0,4.0,1.0,0.0,0.0,0.0,1.3,5.25,10.0,1.32,5.75,9.52
2324,2024-02-24,Borussia Monchengladbach,VfL Bochum,5,2,H,22.0,15.0,6.0,5.0,5.0,6.0,2.0,4.0,0.0,0.0,2.0,3.8,3.5,2.02,3.77,3.65
2324,2024-02-25,Eintracht Frankfurt,VfL Wolfsburg,2,2,D,12.0,14.0,5.0,8.0,5.0,3.0,2.0,1.0,0.0,0.0,2.25,3.4,3.2,2.29,3.48,3.24
2324,2024-02-25,Borussia Dortmund,TSG Hoffenheim,2,3,A,19.0,7.0,7.0,5.0,10.0,3.0,2.0,3.0,0.0,0.0,1.5,5.0,5.5,1.51,5.16,5.52
2324,2024-02-25,FC Augsburg,SC Freiburg,2,1,H,21.0,5.0,8.0,1.0,10.0,2.0,3.0,1.0,0.0,0.0,2.2,3.6,3.1,2.28,3.66,3.11
2324,2024-03-01,SC Freiburg,Bayern Munich,2,2,D,17.0,21.0,5.0,9.0,3.0,6.0,1.0,2.0,0.0,0.0,5.75,4.75,1.5,6.11,4.86,1.51
2324,2024-03-02,VfL Wolfsburg,VfB Stuttgart,2,3,A,12.0,7.0,2.0,3.0,5.0,4.0,3.0,2.0,0.0,0.0,3.3,3.5,2.15,3.34,3.56,2.2
2324,2024-03-02,Union Berlin,Borussia Dortmund,0,2,A,13.0,12.0,5.0,7.0,8.0,7.0,2.0,1.0,0.0,0.0,3.4,3.6,2.05,3.44,3.62,2.14
2324,2024-03-02,FSV Mainz 05,Borussia Monchengladbach,1,1,D,21.0,14.0,5.0,5.0,12.0,6.0,5.0,1.0,1.0,0.0,1.91,3.75,3.75,1.98,3.81,3.73
2324,2024-03-02,1. FC Heidenheim,Eintracht Frankfurt,1,2,A,16.0,11.0,3.0,6.0,7.0,3.0,1.0,4.0,0.0,0.0,2.8,3.3,2.5,2.84,3.39,2.59
2324,2024-03-02,SV Darmstadt 98,FC Augsburg,0,6,A,10.0,21.0,5.0,6.0,3.0,6.0,2.0,0.0,0.0,0.0,2.9,3.3,2.4,2.93,3.47,2.48
2324,2024-03-02,VfL Bochum,RB Leipzig,1,4,A,15.0,10.0,4.0,4.0,2.0,5.0,3.0,2.0,1.0,0.0,5.0,4.2,1.62,4.76,4.44,1.66
2324,2024-03-03,1. FC Koln,Bayer Leverkusen,0,2,A,6.0,17.0,0.0,6.0,1.0,9.0,2.0,2.0,1.0,0.0,9.0,4.75,1.36,8.08,5.15,1.39
2324,2024-03-03,TSG Hoffenheim,Werder Bremen,2,1,H,14.0,18.0,7.0,8.0,3.0,3.0,5.0,1.0,1.0,0.0,1.91,4.0,3.6,1.97,3.87,3.72
2324,2024-03-08,VfB Stuttgart,Union Berlin,2,0,H,14.0,10.0,5.0,4.0,4.0,3.0,1.0,2.0,0.0,1.0,1.45,4.5,7.0,1.48,4.62,7.08
2324,2024-03-09,RB Leipzig,SV Darmstadt 98,2,0,H,28.0,9.0,8.0,4.0,8.0,4.0,0.0,3.0,0.0,0.0,1.14,8.5,15.0,1.15,8.79,16.82
2324,2024-03-09,Borussia Monchengladbach,1. FC Koln,3,3,D,16.0,12.0,5.0,5.0,8.0,3.0,3.0,4.0,0.0,0.0,1.83,4.0,4.0,1.85,3.77,4.32
2324,2024-03-09,Werder Bremen,Borussia Dortmund,1,2,A,15.0,13.0,5.0,6.0,10.0,4.0,1.0,2.0,0.0,1.0,3.5,4.33,1.85,3.87,4.06,1.88
2324,2024-03-09,FC Augsburg,1. FC Heidenheim,1,0,H,8.0,6.0,4.0,1.0,5.0,2.0,1.0,3.0,0.0,0.0,1.85,4.2,3.5,1.88,3.89,4.07
2324,2024-03-09,Bayern Munich,FSV Mainz 05,8,1,H,25.0,13.0,12.0,3.0,6.0,7.0,1.0,1.0,0.0,0.0,1.25,7.0,10.0,1.23,6.97,11.21
2324,2024-03-10,Bayer Leverkusen,VfL Wolfsburg,2,0,H,19.0,2.0,7.0,1.0,9.0,2.0,1.0,3.0,0.0,1.0,1.33,5.75,8.5,1.32,5.89,9.05
2324,2024-03-10,Eintracht Frankfurt,TSG Hoffenheim,3,1,H,17.0,6.0,7.0,2.0,5.0,1.0,2.0,3.0,0.0,2.0,2.0,4.0,3.3,2.06,3.9,3.43
2324,2024-03-10,VfL Bochum,SC Freiburg,1,2,A,18.0,9.0,6.0,5.0,12.0,5.0,3.0,7.0,0.0,0.0,2.2,3.75,3.0,2.27,3.65,3.13
2324,2024-03-15,1. FC Koln,RB Leipzig,1,5,A,9.0,23.0,2.0,7.0,3.0,6.0,2.0,2.0,0.0,0.0,6.5,4.75,1.45,6.61,4.86,1.48
2324,2024-03-16,SV Darmstadt 98,Bayern Munich,2,5,A,7.0,26.0,3.0,6.0,2.0,9.0,1.0,0.0,0.0,0.0,17.0,8.0,1.14,17.12,9.56,1.14
2324,2024-03-16,1. FC Heidenheim,Borussia Monchengladbach,1,1,D,16.0,6.0,5.0,2.0,10.0,4.0,1.0,3.0,0.0,0.0,2.45,3.6,2.7,2.49,3.63,2.8
2324,2024-03-16,FSV Mainz 05,VfL Bochum,2,0,H,13.0,11.0,4.0,4.0,7.0,6.0,4.0,3.0,0.0,0.0,1.8,3.8,4.33,1.79,3.88,4.58
2324,2024-03-16,Union Berlin,Werder Bremen,2,1,H,11.0,10.0,5.0,2.0,4.0,3.0,3.0,5.0,0.0,0.0,2.05,3.4,3.8,2.02,3.64,3.79
2324,2024-03-16,VfL Wolfsburg,FC Augsburg,1,3,A,15.0,14.0,4.0,5.0,8.0,6.0,1.0,3.0,1.0,0.0,2.05,3.5,3.5,2.12,3.65,3.46
2324,2024-03-16,TSG Hoffenheim,VfB Stuttgart,0,3,A,8.0,25.0,1.0,12.0,5.0,6.0,1.0,0.0,0.0,0.0,3.8,4.0,1.83,3.77,4.23,1.88
2324,2024-03-17,Borussia Dortmund,Eintracht Frankfurt,3,1,H,16.0,8.0,6.0,6.0,8.0,3.0,1.0,2.0,0.0,0.0,1.62,4.2,5.0,1.63,4.47,5.01
2324,2024-03-17,SC Freiburg,Bayer Leverkusen,2,3,A,9.0,18.0,3.0,7.0,2.0,8.0,1.0,0.0,0.0,0.0,6.0,4.33,1.53,5.92,4.39,1.56
2324,2024-03-30,Eintracht Frankfurt,Union Berlin,0,0,D,18.0,10.0,4.0,2.0,6.0,2.0,3.0,1.0,0.0,0.0,2.0,3.5,3.8,2.07,3.41,3.88
2324,2024-03-30,Bayer Leverkusen,TSG Hoffenheim,2,1,H,36.0,6.0,12.0,2.0,9.0,2.0,0.0,1.0,0.0,0.0,1.2,7.5,12.0,1.21,7.55,11.72
2324,2024-03-30,Borussia Monchengladbach,SC Freiburg,0,3,A,18.0,13.0,4.0,8.0,14.0,1.0,1.0,0.0,0.0,0.0,2.2,3.6,3.2,2.21,3.72,3.19
2324,2024-03-30,RB Leipzig,FSV Mainz 05,0,0,D,23.0,8.0,10.0,2.0,12.0,2.0,2.0,5.0,0.0,0.0,1.4,5.25,7.5,1.39,5.34,7.66
2324,2024-03-30,Werder Bremen,VfL Wolfsburg,0,2,A,6.0,15.0,1.0,5.0,3.0,6.0,4.0,4.0,1.0,1.0,2.88,3.5,2.4,2.88,3.61,2.44
2324,2024-03-30,Bayern Munich,Borussia Dortmund,0,2,A,16.0,11.0,3.0,5.0,7.0,4.0,0.0,0.0,0.0,0.0,1.4,5.75,6.0,1.39,5.92,6.7
2324,2024-03-31,VfB Stuttgart,1. FC Heidenheim,3,3,D,20.0,6.0,6.0,3.0,6.0,7.0,1.0,0.0,0.0,1.0,1.25,6.0,10.0,1.26,6.51,10.08
2324,2024-03-31,FC Augsburg,1. FC Koln,1,1,D,24.0,12.0,6.0,2.0,12.0,6.0,0.0,3.0,0.0,0.0,1.75,4.0,4.5,1.81,3.84,4.51
2324,2024-03-31,VfL Bochum,SV Darmstadt 98,2,2,D,20.0,13.0,7.0,3.0,6.0,5.0,2.0,2.0,0.0,0.0,1.62,4.0,5.25,1.63,4.3,5.25
2324,2024-04-05,Eintracht Frankfurt,Werder Bremen,1,1,D,19.0,10.0,5.0,7.0,9.0,0.0,3.0,2.0,1.0,1.0,1.75,3.8,4.5,1.78,4.02,4.56
2324,2024-04-06,1. FC Koln,VfL Bochum,2,1,H,17.0,8.0,6.0,2.0,9.0,4.0,3.0,3.0,0.0,0.0,2.25,3.5,3.1,2.33,3.63,3.05
2324,2024-04-06,SC Freiburg,RB Leipzig,1,4,A,15.0,15.0,4.0,6.0,8.0,4.0,3.0,4.0,0.0,0.0,4.75,4.33,1.65,4.79,4.31,1.68
2324,2024-04-06,1. FC Heidenheim,Bayern Munich,3,2,H,9.0,15.0,4.0,8.0,3.0,3.0,2.0,0.0,0.0,0.0,6.5,6.0,1.36,7.05,6.07,1.37
2324,2024-04-06,FSV Mainz 05,SV Darmstadt 98,4,0,H,18.0,14.0,9.0,2.0,5.0,1.0,2.0,3.0,0.0,0.0,1.4,5.0,7.5,1.41,4.97,7.93
2324,2024-04-06,Union Berlin,Bayer Leverkusen,0,1,A,8.0,19.0,1.0,8.0,7.0,10.0,3.0,2.0,1.0,0.0,5.75,4.33,1.55,6.19,4.31,1.55
2324,2024-04-06,Borussia Dortmund,VfB Stuttgart,0,1,A,14.0,10.0,7.0,2.0,8.0,3.0,2.0,4.0,0.0,0.0,2.25,4.0,2.8,2.31,3.95,2.88
2324,2024-04-07,TSG Hoffenheim,FC Augsburg,3,1,H,17.0,14.0,6.0,7.0,11.0,6.0,3.0,1.0,0.0,0.0,2.2,4.0,2.9,2.29,3.94,2.92
2324,2024-04-07,VfL Wolfsburg,Borussia Monchengladbach,1,3,A,13.0,10.0,4.0,6.0,4.0,4.0,2.0,2.0,0.0,0.0,1.85,4.0,3.8,1.9,3.89,3.97
